Subkey,Acc,Acc_Norm
custom|arc:challenge|0,0.237,0.273
custom|arc:easy|0,0.536,0.515
custom|commonsense_qa|0,0.29,0.283
custom|hellaswag|0,0.32,0.347
custom|mmlu:abstract_algebra|0,0.2,0.18
custom|mmlu:anatomy|0,0.32592592592592595,0.35555555555555557
custom|mmlu:astronomy|0,0.28289473684210525,0.3355263157894737
custom|mmlu:business_ethics|0,0.47,0.36
custom|mmlu:clinical_knowledge|0,0.26037735849056604,0.3433962264150943
custom|mmlu:college_biology|0,0.2986111111111111,0.3333333333333333
custom|mmlu:college_chemistry|0,0.19,0.2
custom|mmlu:college_computer_science|0,0.26,0.26
custom|mmlu:college_mathematics|0,0.16,0.2
custom|mmlu:college_medicine|0,0.26011560693641617,0.21965317919075145
custom|mmlu:college_physics|0,0.16666666666666666,0.22549019607843138
custom|mmlu:computer_security|0,0.24,0.33
custom|mmlu:conceptual_physics|0,0.2936170212765957,0.23829787234042554
custom|mmlu:econometrics|0,0.21052631578947367,0.22807017543859648
custom|mmlu:electrical_engineering|0,0.22758620689655173,0.30344827586206896
custom|mmlu:elementary_mathematics|0,0.2328042328042328,0.21693121693121692
custom|mmlu:formal_logic|0,0.29365079365079366,0.2857142857142857
custom|mmlu:global_facts|0,0.31,0.25
custom|mmlu:high_school_biology|0,0.2903225806451613,0.33225806451612905
custom|mmlu:high_school_chemistry|0,0.18226600985221675,0.2512315270935961
custom|mmlu:high_school_computer_science|0,0.2,0.28
custom|mmlu:high_school_european_history|0,0.2545454545454545,0.38181818181818183
custom|mmlu:high_school_geography|0,0.30303030303030304,0.35858585858585856
custom|mmlu:high_school_government_and_politics|0,0.3160621761658031,0.32642487046632124
custom|mmlu:high_school_macroeconomics|0,0.25384615384615383,0.2846153846153846
custom|mmlu:high_school_mathematics|0,0.15555555555555556,0.21851851851851853
custom|mmlu:high_school_microeconomics|0,0.25630252100840334,0.3235294117647059
custom|mmlu:high_school_physics|0,0.2980132450331126,0.2781456953642384
custom|mmlu:high_school_psychology|0,0.344954128440367,0.3412844036697248
custom|mmlu:high_school_statistics|0,0.2824074074074074,0.2962962962962963
custom|mmlu:high_school_us_history|0,0.3088235294117647,0.3431372549019608
custom|mmlu:high_school_world_history|0,0.28270042194092826,0.28270042194092826
custom|mmlu:human_aging|0,0.34080717488789236,0.2645739910313901
custom|mmlu:human_sexuality|0,0.366412213740458,0.32061068702290074
custom|mmlu:international_law|0,0.18181818181818182,0.256198347107438
custom|mmlu:jurisprudence|0,0.18518518518518517,0.3055555555555556
custom|mmlu:logical_fallacies|0,0.26380368098159507,0.294478527607362
custom|mmlu:machine_learning|0,0.2767857142857143,0.24107142857142858
custom|mmlu:management|0,0.2621359223300971,0.33980582524271846
custom|mmlu:marketing|0,0.34615384615384615,0.34615384615384615
custom|mmlu:medical_genetics|0,0.27,0.3
custom|mmlu:miscellaneous|0,0.33588761174968074,0.31417624521072796
custom|mmlu:moral_disputes|0,0.22832369942196531,0.20809248554913296
custom|mmlu:moral_scenarios|0,0.23798882681564246,0.2770949720670391
custom|mmlu:nutrition|0,0.2679738562091503,0.3333333333333333
custom|mmlu:philosophy|0,0.2572347266881029,0.2765273311897106
custom|mmlu:prehistory|0,0.33641975308641975,0.22839506172839505
custom|mmlu:professional_accounting|0,0.3191489361702128,0.2730496453900709
custom|mmlu:professional_law|0,0.245,0.273
custom|mmlu:professional_medicine|0,0.2867647058823529,0.3235294117647059
custom|mmlu:professional_psychology|0,0.2679738562091503,0.27450980392156865
custom|mmlu:public_relations|0,0.3181818181818182,0.21818181818181817
custom|mmlu:security_studies|0,0.32653061224489793,0.24897959183673468
custom|mmlu:sociology|0,0.27860696517412936,0.26865671641791045
custom|mmlu:us_foreign_policy|0,0.31,0.32
custom|mmlu:virology|0,0.25301204819277107,0.30120481927710846
custom|mmlu:world_religions|0,0.24561403508771928,0.3391812865497076
custom|openbookqa|0,0.196,0.298
custom|piqa|0,0.635,0.654
custom|siqa|0,0.365,0.384
custom|winogrande|0,0.507,0.494
custom|arc:_average|0,0.3865,0.394
custom|mmlu:_average|0,0.27051524269772026,0.2861460219809067
all,0.2846979820580009,0.3008972808140259
